id,number,name_en,type_element,rarity,expansion
2402,91/95,Entei ex,Fire,Rare Holo ex,Team Magma VS Team Aqua
2403,113/115,Entei Star,Fire,ShinyRare Holo,Unseen Forces
2404,49/101,Feebas ?,Fire,Common,Dragon Frontiers
2405,10/110,Flareon,Fire,Rare Holo,Legendary Collection
2406,8/144,Flareon,Fire,Rare,Skyridge
2407,5/100,Flareon,Fire,Rare Holo,Sandstorm
2408,5/115,Flareon,Fire,Rare Holo,Unseen Forces
2409,19/100,Flareon,Fire,Rare,Majestic Dawn
2410,19/111,Flareon,Fire,Rare,Rising Rivals
2411,26/90,Flareon,Fire,Uncommon,Undaunted
2412,44/95,Flareon,Fire,Uncommon,Call of Legends
2413,108/113,Flareon ex,Fire,Rare Holo ex,Delta Species
2414,60/111,Flareon 4,Fire,Common,Rising Rivals
2415,100/108,Flareon Star,Fire,ShinyRare Holo,Power Keepers
2416,93/101,Gardevoir ex ?,Fire,Rare Holo ex,Dragon Frontiers
2417,68/105,Growlithe,Fire,Common,Neo Destiny
2418,45/110,Growlithe,Fire,Uncommon,Legendary Collection
2419,51/147,Growlithe,Fire,Uncommon,Aquapolis
2420,80/147,Growlithe,Fire,Common,Aquapolis
2421,62/144,Growlithe,Fire,Common,Skyridge
2422,65/100,Growlithe,Fire,Common,Sandstorm
2423,64/112,Growlithe,Fire,Common,FireRed LeafGreen
2424,55/92,Growlithe,Fire,Common,Legend Maker
2425,89/132,Growlithe,Fire,Common,Secret Wonders
2426,63/111,Growlithe,Fire,Common,Rising Rivals
2427,108/147,Growlithe,Fire,Common,Supreme Victors
2428,65/123,Growlithe,Fire,Common,HeartGold SoulSilver
2429,102/110,Gyarados Star ?,Fire,ShinyRare Holo,Holon Phantoms
2430,6/146,Heatran,Fire,Rare Holo,Legends Awakened
2431,3/99,Heatran,Fire,Rare Holo,Arceus
2432,97/100,Heatran LV.X,Fire,Rare Holo LV.X,Stormfront
2433,3/101,Heracross ?,Fire,Rare Holo,Dragon Frontiers
2434,27/115,Ho-Oh,Fire,Rare,Unseen Forces
2435,10/132,Ho-Oh,Fire,Rare Holo,Secret Wonders
2436,9/95,Ho-Oh,Fire,Rare Holo,Call of Legends
2437,SL5,Ho-Oh,Fire,ShinyRare Holo,Call of Legends
2438,104/115,Ho-Oh ex,Fire,Rare Holo ex,Unseen Forces
2439,111/123,Ho-Oh LEGEND,Fire,Rare Holo LEGEND,HeartGold SoulSilver
2440,112/123,Ho-Oh LEGEND,Fire,Rare Holo LEGEND,HeartGold SoulSilver
2441,66/110,Horsea ?,Fire,Common,Holon Phantoms
2442,14/147,Houndoom,Fire,Rare,Aquapolis
2443,7/115,Houndoom,Fire,Rare Holo,Unseen Forces
2444,57/146,Houndoom,Fire,Uncommon,Legends Awakened
2445,50/127,Houndoom G,Fire,Uncommon,Platinum
2446,86/147,Houndour,Fire,Common,Aquapolis
2447,66/144,Houndour,Fire,Common,Skyridge
2448,59/109,Houndour,Fire,Common,Team Rocket Returns
2449,60/109,Houndour,Fire,Common,Team Rocket Returns
2450,60/115,Houndour,Fire,Common,Unseen Forces
2451,69/106,Houndour,Fire,Common,Great Encounters
2452,5/130,Infernape,Fire,Rare Holo,Diamond Pearl
2453,22/100,Infernape,Fire,Rare,Majestic Dawn
2454,31/127,Infernape,Fire,Rare,Platinum
2455,121/130,Infernape LV.X,Fire,Rare Holo LV.X,Diamond Pearl
2456,43/111,Infernape 4,Fire,Uncommon,Rising Rivals
2457,108/111,Infernape 4 LV.X,Fire,Rare Holo LV.X,Rising Rivals
2458,17/101,Jynx ?,Fire,Rare,Dragon Frontiers
2459,33/101,Kirlia ?,Fire,Uncommon,Dragon Frontiers
2460,73/113,Larvitar ?,Fire,Common,Delta Species
2461,95/101,Latias ex ?,Fire,Rare Holo ex,Dragon Frontiers
2462,11/110,Latias ?,Fire,Rare Holo,Holon Phantoms
2463,21/110,Latias ?,Fire,Rare,Holon Phantoms
2464,6/100,Ludicolo ?,Fire,Rare Holo,Crystal Guardians
2465,17/165,Magby,Fire,Rare Holo,Expedition
2466,52/165,Magby,Fire,Rare,Expedition
2467,24/109,Magby,Fire,Rare,Team Rocket Returns
2468,58/92,Magby,Fire,Common,Legend Maker
2469,88/123,Magby,Fire,Common,Mysterious Treasures
2470,41/102,Magby,Fire,Uncommon,Triumphant
2471,46/95,Magby,Fire,Uncommon,Call of Legends
2472,17/144,Magcargo,Fire,Rare,Skyridge
2473,20/107,Magcargo,Fire,Rare,Deoxys
2474,37/107,Magcargo,Fire,Uncommon,Deoxys
2475,41/115,Magcargo,Fire,Uncommon,Unseen Forces
2476,45/106,Magcargo,Fire,Uncommon,Great Encounters
2477,6/90,Magcargo,Fire,Rare Holo,Undaunted
2478,95/97,Magcargo ex,Fire,Rare Holo ex,Dragon
2479,86/165,Magmar,Fire,Uncommon,Expedition
2480,44/109,Magmar,Fire,Uncommon,Team Rocket Returns
2481,21/92,Magmar,Fire,Rare,Legend Maker
2482,54/123,Magmar,Fire,Uncommon,Mysterious Treasures
2483,93/132,Magmar,Fire,Common,Secret Wonders
2484,65/147,Magmar,Fire,Uncommon,Supreme Victors
2485,52/95,Magmar,Fire,Common,Unleashed
2486,42/102,Magmar,Fire,Uncommon,Triumphant
2487,62/95,Magmar,Fire,Common,Call of Legends
2488,100/109,Magmar ex,Fire,Rare Holo ex,Ruby Sapphire
2489,12/123,Magmortar,Fire,Rare Holo,Mysterious Treasures
2490,31/132,Magmortar,Fire,Rare,Secret Wonders
2491,6/147,Magmortar,Fire,Rare Holo,Supreme Victors
2492,2/95,Magmortar,Fire,Rare Holo,Unleashed
2493,27/102,Magmortar,Fire,Rare,Triumphant
2494,16/95,Magmortar,Fire,Rare Holo,Call of Legends
2495,123/123,Magmortar LV.X,Fire,Rare Holo LV.X,Mysterious Treasures
2496,70/110,Mankey ?,Fire,Common,Holon Phantoms
2497,5/101,Milotic ?,Fire,Rare Holo,Dragon Frontiers
2498,30/110,Moltres,Fire,Rare,Legendary Collection
2499,21/144,Moltres,Fire,Rare,Skyridge
2500,10/100,Moltres,Fire,Rare Holo,Majestic Dawn
2501,36/147,Moltres,Fire,Rare,Supreme Victors
2502,149/147,Moltres,Fire,SuperRare Holo,Supreme Victors
2503,115/112,Moltres ex,Fire,Rare Holo ex,FireRed LeafGreen
2504,56/130,Monferno,Fire,Uncommon,Diamond Pearl
2505,41/100,Monferno,Fire,Uncommon,Majestic Dawn
2506,56/127,Monferno,Fire,Uncommon,Platinum
2507,17/110,Ninetales,Fire,Rare Holo,Legendary Collection
2508,21/165,Ninetales,Fire,Rare Holo,Expedition
2509,57/165,Ninetales,Fire,Rare,Expedition
2510,25/147,Ninetales,Fire,Rare,Aquapolis
2511,22/101,Ninetales,Fire,Rare,Hidden Legends
2512,38/106,Ninetales,Fire,Uncommon,Emerald
2513,19/108,Ninetales,Fire,Rare,Power Keepers
2514,32/123,Ninetales,Fire,Rare,Mysterious Treasures
2515,36/127,Ninetales,Fire,Rare,Platinum
2516,7/123,Ninetales,Fire,Rare Holo,HeartGold SoulSilver
2517,20/95,Ninetales,Fire,Rare,Unleashed
2518,17/95,Ninetales,Fire,Rare Holo,Call of Legends
2519,96/101,Ninetales ex,Fire,Rare Holo ex,Hidden Legends
2520,61/109,Numel,Fire,Common,Ruby Sapphire
2521,69/97,Numel,Fire,Common,Dragon
2522,70/97,Numel,Fire,Common,Dragon
2523,68/107,Numel,Fire,Common,Deoxys
2524,57/106,Numel,Fire,Common,Emerald
2525,58/106,Numel,Fire,Common,Emerald
2526,72/110,Numel,Fire,Common,Holon Phantoms
2527,59/100,Numel,Fire,Common,Crystal Guardians
2528,110/146,Numel,Fire,Common,Legends Awakened
2529,74/147,Numel,Fire,Uncommon,Supreme Victors
2530,35/95,Numel,Fire,Uncommon,Unleashed
2531,21/114,Pansear,Fire,Common,Black White
2532,18/98,Pansear,Fire,Common,Emerging Powers
2533,17/114,Pignite,Fire,Uncommon,Black White
2534,18/114,Pignite,Fire,Uncommon,Black White
2535,87/110,Ponyta,Fire,Common,Legendary Collection
2536,126/165,Ponyta,Fire,Common,Expedition
2537,102/147,Ponyta,Fire,Common,Aquapolis
2538,76/112,Ponyta,Fire,Common,FireRed LeafGreen
2539,78/113,Ponyta,Fire,Common,Delta Species
2540,94/130,Ponyta,Fire,Common,Diamond Pearl
2541,71/100,Ponyta,Fire,Common,Stormfront
2542,46/99,Ponyta,Fire,Uncommon,Arceus
2543,72/99,Ponyta,Fire,Common,Arceus
2544,SH11,Ponyta,Fire,Rare Holo,Arceus
2545,72/102,Ponyta,Fire,Common,Triumphant
2546,50/110,Primeape ?,Fire,Uncommon,Holon Phantoms
2547,51/113,Pupitar ?,Fire,Uncommon,Delta Species
2548,91/165,Quilava,Fire,Uncommon,Expedition
2549,51/100,Quilava,Fire,Uncommon,Sandstorm
2550,45/115,Quilava,Fire,Uncommon,Unseen Forces
2551,60/123,Quilava,Fire,Uncommon,Mysterious Treasures
2552,49/123,Quilava,Fire,Uncommon,HeartGold SoulSilver
2553,49/95,Quilava,Fire,Uncommon,Call of Legends
2554,61/101,Ralts ?,Fire,Common,Dragon Frontiers
2555,60/110,Rapidash,Fire,Uncommon,Legendary Collection
2556,26/165,Rapidash,Fire,Rare Holo,Expedition
2557,62/165,Rapidash,Fire,Rare,Expedition
2558,31/147,Rapidash,Fire,Rare,Aquapolis
2559,13/112,Rapidash,Fire,Rare Holo,FireRed LeafGreen
2560,52/113,Rapidash,Fire,Uncommon,Delta Species
2561,59/130,Rapidash,Fire,Uncommon,Diamond Pearl
2562,22/100,Rapidash,Fire,Rare,Stormfront
2563,28/99,Rapidash,Fire,Rare,Arceus
2564,47/99,Rapidash,Fire,Uncommon,Arceus
2565,8/102,Rapidash,Fire,Rare Holo,Triumphant
2566,47/111,Rapidash 4,Fire,Uncommon,Rising Rivals
2567,26/110,Rayquaza ?,Fire,Rare,Holon Phantoms
2568,26/114,Reshiram,Fire,Rare Holo,Black White
2569,113/114,Reshiram,Fire,Rare Ultra,Black White
2570,52/110,Seadra ?,Fire,Uncommon,Holon Phantoms
2571,53/113,Shelgon ?,Fire,Uncommon,Delta Species
2572,54/113,Shelgon ?,Fire,Uncommon,Delta Species
2573,107/105,Shining Charizard,Fire,Shining Holo,Neo Destiny
2574,22/114,Simisear,Fire,Uncommon,Black White
2575,19/98,Simisear,Fire,Rare,Emerging Powers
2576,82/105,Slugma,Fire,Common,Neo Destiny
2577,98/144,Slugma,Fire,Common,Skyridge
2578,99/144,Slugma,Fire,Common,Skyridge
2579,72/97,Slugma,Fire,Common,Dragon
2580,77/109,Slugma,Fire,Common,Team Rocket Returns
2581,74/107,Slugma,Fire,Common,Deoxys
2582,75/107,Slugma,Fire,Common,Deoxys
2583,73/115,Slugma,Fire,Common,Unseen Forces
2584,83/106,Slugma,Fire,Common,Great Encounters
2585,67/90,Slugma,Fire,Common,Undaunted
2586,64/101,Smoochum ?,Fire,Common,Dragon Frontiers
2587,26/101,Sunny Castform,Fire,Rare,Hidden Legends
2588,31/113,Sunny Castform,Fire,Rare,Delta Species
2589,40/101,Swellow ?,Fire,Uncommon,Dragon Frontiers
2590,66/101,Taillow ?,Fire,Common,Dragon Frontiers
2591,19/95,Team Magma's Camerupt,Fire,Rare,Team Magma VS Team Aqua
2592,34/95,Team Magma's Houndoom,Fire,Uncommon,Team Magma VS Team Aqua
2593,35/95,Team Magma's Houndour,Fire,Uncommon,Team Magma VS Team Aqua
2594,62/95,Team Magma's Houndour,Fire,Common,Team Magma VS Team Aqua
2595,63/95,Team Magma's Houndour,Fire,Common,Team Magma VS Team Aqua
2596,64/95,Team Magma's Numel,Fire,Common,Team Magma VS Team Aqua
2597,15/114,Tepig,Fire,Common,Black White
2598,16/114,Tepig,Fire,Common,Black White
2599,73/109,Torchic,Fire,Common,Ruby Sapphire
2600,74/109,Torchic,Fire,Common,Ruby Sapphire
2601,77/97,Torchic,Fire,Common,Dragon
2602,69/106,Torchic,Fire,Common,Emerald
2603,83/110,Torchic,Fire,Common,Holon Phantoms
2604,65/100,Torchic,Fire,Common,Crystal Guardians
2605,66/100,Torchic,Fire,Common,Crystal Guardians
2606,67/108,Torchic,Fire,Common,Power Keepers
2607,89/106,Torchic,Fire,Common,Great Encounters
2608,99/127,Torchic,Fire,Common,Platinum
2609,108/109,Torchic Star,Fire,ShinyRare Holo,Team Rocket Returns
2610,12/97,Torkoal,Fire,Rare Holo,Dragon
2611,27/92,Torkoal,Fire,Rare,Legend Maker
2612,33/110,Torkoal,Fire,Rare,Holon Phantoms
2613,41/146,Torkoal,Fire,Rare,Legends Awakened
2614,100/127,Torkoal,Fire,Common,Platinum
2615,25/95,Torkoal,Fire,Rare,Unleashed
2616,28/165,Typhlosion,Fire,Rare Holo,Expedition
2617,64/165,Typhlosion,Fire,Rare,Expedition
2618,65/165,Typhlosion,Fire,Rare,Expedition
2619,17/115,Typhlosion,Fire,Rare Holo,Unseen Forces
2620,16/123,Typhlosion,Fire,Rare Holo,Mysterious Treasures
2621,32/123,Typhlosion,Fire,Rare,HeartGold SoulSilver
2622,110/123,Typhlosion Prime ,Fire,SuperRare Holo,HeartGold SoulSilver
2623,35/95,Typhlosion,Fire,Rare,Call of Legends
2624,99/100,Typhlosion ex,Fire,Rare Holo ex,Sandstorm
2625,110/115,Typhlosion ex,Fire,Rare Holo ex,Unseen Forces
2626,91/105,Vulpix,Fire,Common,Neo Destiny
2627,98/110,Vulpix,Fire,Common,Legendary Collection
2628,136/165,Vulpix,Fire,Common,Expedition
2629,116/147,Vulpix,Fire,Common,Aquapolis
2630,81/101,Vulpix,Fire,Common,Hidden Legends
2631,72/106,Vulpix,Fire,Common,Emerald
2632,69/108,Vulpix,Fire,Common,Power Keepers
2633,107/123,Vulpix,Fire,Common,Mysterious Treasures
2634,102/127,Vulpix,Fire,Common,Platinum
2635,SH6,Vulpix,Fire,Rare Holo,Platinum
2636,87/123,Vulpix,Fire,Common,HeartGold SoulSilver
2637,68/95,Vulpix,Fire,Common,Unleashed
2638,75/95,Vulpix,Fire,Common,Call of Legends
2639,161/165,Fire Energy,Fire E,Na,Expedition
2640,108/109,Fire Energy,Fire E,Na,Ruby Sapphire
2641,102/106,Fire Energy,Fire E,Rare Holo,Emerald
2642,106/110,Fire Energy,Fire E,Rare Holo,Holon Phantoms
2643,104/108,Fire Energy,Fire E,Rare Holo,Power Keepers
2644,124/130,Fire Energy,Fire E,Common,Diamond Pearl
2645,116/123,Fire Energy,Fire E,Common,HeartGold SoulSilver
2646,89/95,Fire Energy,Fire E,Common,Call of Legends
2647,106/114,Fire Energy,Fire E,Common,Black White
2648,5/109,Dark Houndoom,FireDarkness,Rare Holo,Team Rocket Returns
2649,37/109,Dark Houndoom,FireDarkness,Uncommon,Team Rocket Returns
2650,38/109,Dark Magcargo,FireDarkness,Uncommon,Team Rocket Returns
2651,10/95,Team Magma's Houndoom,FireDarkness,Rare Holo,Team Magma VS Team Aqua
2652,12/95,Team Magma's Torkoal,FireDarkness,Rare Holo,Team Magma VS Team Aqua
2653,90/95,Entei & Raikou LEGEND,FireLightning,Rare Holo LEGEND,Unleashed
2654,91/95,Entei & Raikou LEGEND,FireLightning,Rare Holo LEGEND,Unleashed
2655,5/113,Flareon ?,FireMetal,Rare Holo,Delta Species
2656,10/110,Kingdra ?,FireMetal,Rare Holo,Holon Phantoms
2657,22/100,Kingler ?,FireMetal,Rare,Crystal Guardians
2658,12/113,Mewtwo ?,FireMetal,Rare Holo,Delta Species
2659,14/113,Salamence ?,FireMetal,Rare Holo,Delta Species
2660,16/113,Tyranitar ?,FireMetal,Rare Holo,Delta Species
2661,19/123,Abomasnow,Grass,Rare,Mysterious Treasures
2662,3/165,Arbok,Grass,Rare Holo,Expedition
2663,35/165,Arbok,Grass,Rare,Expedition
2664,29/100,Arbok,Grass,Uncommon,Sandstorm
2665,3/147,Ariados,Grass,Rare,Aquapolis
2666,2/115,Ariados,Grass,Rare Holo,Unseen Forces
2667,20/123,Ariados,Grass,Rare,Mysterious Treasures
2668,15/123,Ariados,Grass,Rare,HeartGold SoulSilver
2669,71/165,Bayleef,Grass,Uncommon,Expedition
2670,35/115,Bayleef,Grass,Uncommon,Unseen Forces
2671,41/123,Bayleef,Grass,Uncommon,Mysterious Treasures
2672,35/123,Bayleef,Grass,Uncommon,HeartGold SoulSilver
2673,40/95,Bayleef,Grass,Uncommon,Call of Legends
2674,2/109,Beautifly,Grass,Rare Holo,Ruby Sapphire
2675,2/107,Beautifly,Grass,Rare Holo,Deoxys
2676,19/130,Beautifly,Grass,Rare,Diamond Pearl
2677,21/127,Beautifly,Grass,Rare,Platinum
2678,20/110,Beedrill,Grass,Rare,Legendary Collection
2679,5/144,Beedrill,Grass,Rare,Skyridge
2680,1/112,Beedrill,Grass,Rare Holo,FireRed LeafGreen
2681,13/106,Beedrill,Grass,Rare,Great Encounters
2682,15/111,Beedrill,Grass,Rare,Rising Rivals
2683,12/95,Beedrill,Grass,Rare,Unleashed
2684,53/99,Beedrill G,Grass,Common,Arceus
2685,5/147,Bellossom,Grass,Rare,Aquapolis
2686,16/101,Bellossom,Grass,Rare,Hidden Legends
2687,3/115,Bellossom,Grass,Rare Holo,Unseen Forces
2688,20/146,Bellossom,Grass,Rare,Legends Awakened
2689,1/90,Bellossom,Grass,Rare Holo,Undaunted
2690,45/147,Bellsprout,Grass,Uncommon,Aquapolis
2691,68/147,Bellsprout,Grass,Common,Aquapolis
2692,53/112,Bellsprout,Grass,Common,FireRed LeafGreen
2693,49/92,Bellsprout,Grass,Common,Legend Maker
2694,85/146,Bellsprout,Grass,Common,Legends Awakened
2695,57/102,Bellsprout,Grass,Common,Triumphant
2696,16/109,Breloom,Grass,Rare,Ruby Sapphire
2697,33/100,Breloom,Grass,Uncommon,Sandstorm
2698,22/106,Breloom,Grass,Uncommon,Emerald
2699,45/132,Breloom,Grass,Uncommon,Secret Wonders
2700,43/130,Budew,Grass,Uncommon,Diamond Pearl
2701,68/110,Bulbasaur,Grass,Common,Legendary Collection
2702,94/165,Bulbasaur,Grass,Common,Expedition
2703,95/165,Bulbasaur,Grass,Common,Expedition
2704,39/95,Bulbasaur,Grass,Common,Team Magma VS Team Aqua
2705,54/112,Bulbasaur,Grass,Common,FireRed LeafGreen
2706,55/112,Bulbasaur,Grass,Common,FireRed LeafGreen
2707,45/100,Bulbasaur,Grass,Common,Crystal Guardians
2708,46/100,Bulbasaur,Grass,Common,Crystal Guardians
2709,77/132,Bulbasaur,Grass,Common,Secret Wonders
2710,93/147,Bulbasaur,Grass,Common,Supreme Victors
2711,78/132,Burmy Plant Cloak,Grass,Common,Secret Wonders
2712,56/99,Burmy Plant Cloak,Grass,Common,Arceus
2713,79/132,Burmy Sandy Cloak,Grass,Common,Secret Wonders
2714,54/100,Burmy Sandy Cloak,Grass,Common,Majestic Dawn
2715,57/99,Burmy Sandy Cloak,Grass,Common,Arceus
2716,80/132,Burmy Trash Cloak,Grass,Common,Secret Wonders
2717,58/99,Burmy Trash Cloak,Grass,Common,Arceus
2718,21/110,Butterfree,Grass,Rare,Legendary Collection
2719,5/165,Butterfree,Grass,Rare Holo,Expedition
2720,38/165,Butterfree,Grass,Rare,Expedition
2721,2/112,Butterfree,Grass,Rare Holo,FireRed LeafGreen
2722,14/106,Butterfree,Grass,Rare,Great Encounters
2723,16/123,Butterfree,Grass,Rare,HeartGold SoulSilver
2724,17/147,Butterfree FB,Grass,Rare,Supreme Victors
2725,57/100,Cacnea,Grass,Common,Sandstorm
2726,58/100,Cacnea,Grass,Common,Sandstorm
2727,44/106,Cacnea,Grass,Common,Emerald
2728,47/100,Cacnea,Grass,Common,Crystal Guardians
2729,46/108,Cacnea,Grass,Common,Power Keepers
2730,62/106,Cacnea,Grass,Common,Great Encounters
2731,67/127,Cacnea,Grass,Common,Platinum
2732,2/100,Cacturne,Grass,Rare Holo,Sandstorm
2733,42/127,Cacturne,Grass,Uncommon,Platinum
2734,91/106,Cacturne ex,Grass,Rare Holo ex,Emerald
2735,21/130,Carnivine,Grass,Rare,Diamond Pearl
2736,43/127,Carnivine,Grass,Uncommon,Platinum
2737,68/127,Carnivine,Grass,Common,Platinum
2738,53/147,Carnivine,Grass,Uncommon,Supreme Victors
2739,46/95,Carnivine,Grass,Common,Unleashed
2740,16/102,Carnivine,Grass,Rare,Triumphant
2741,26/109,Cascoon,Grass,Uncommon,Ruby Sapphire
2742,30/92,Cascoon,Grass,Uncommon,Legend Maker
2743,44/130,Cascoon,Grass,Uncommon,Diamond Pearl
2744,44/127,Cascoon,Grass,Uncommon,Platinum
2745,69/110,Caterpie,Grass,Common,Legendary Collection
2746,96/165,Caterpie,Grass,Common,Expedition
2747,56/112,Caterpie,Grass,Common,FireRed LeafGreen
2748,63/106,Caterpie,Grass,Common,Great Encounters
2749,57/123,Caterpie,Grass,Common,HeartGold SoulSilver
2750,7/123,Celebi,Grass,Rare Holo,Mysterious Treasures
2751,92/102,Celebi Prime ,Grass,SuperRare Holo,Triumphant
2752,117/115,Celebi ex,Grass,Rare Holo ex,Unseen Forces
2753,100/100,Celebi Star,Grass,ShinyRare Holo,Crystal Guardians
2754,45/130,Cherrim,Grass,Uncommon,Diamond Pearl
2755,14/100,Cherrim,Grass,Rare,Stormfront
2756,55/147,Cherrim,Grass,Uncommon,Supreme Victors
2757,15/99,Cherrim,Grass,Rare,Arceus
2758,28/95,Cherrim,Grass,Uncommon,Unleashed
2759,75/130,Cherubi,Grass,Common,Diamond Pearl
2760,56/100,Cherubi,Grass,Common,Stormfront
2761,96/147,Cherubi,Grass,Common,Supreme Victors
2762,60/99,Cherubi,Grass,Common,Arceus
2763,47/95,Cherubi,Grass,Common,Unleashed
2764,99/165,Chikorita,Grass,Common,Expedition
2765,100/165,Chikorita,Grass,Common,Expedition
2766,55/101,Chikorita,Grass,Common,Hidden Legends
2767,51/115,Chikorita,Grass,Common,Unseen Forces
2768,77/123,Chikorita,Grass,Common,Mysterious Treasures
2769,59/123,Chikorita,Grass,Common,HeartGold SoulSilver
2770,53/95,Chikorita,Grass,Common,Call of Legends
2771,79/130,Combee,Grass,Common,Diamond Pearl
2772,59/100,Combee,Grass,Common,Majestic Dawn
2773,57/100,Combee,Grass,Common,Stormfront
2774,71/127,Combee,Grass,Common,Platinum
2775,99/147,Combee,Grass,Common,Supreme Victors
2776,44/90,Combee,Grass,Common,Undaunted
2777,9/98,Cottonee,Grass,Common,Emerging Powers
2778,10/98,Cottonee,Grass,Common,Emerging Powers
2779,3/100,Cradily,Grass,Rare Holo,Sandstorm
2780,3/92,Cradily,Grass,Rare Holo,Legend Maker
2781,7/108,Cradily,Grass,Rare Holo,Power Keepers
2782,21/146,Cradily,Grass,Rare,Legends Awakened
2783,90/95,Cradily ex,Grass,Rare Holo ex,Team Magma VS Team Aqua
2784,6/144,Crobat,Grass,Rare,Skyridge
2785,3/101,Crobat,Grass,Rare Holo,Hidden Legends
2786,96/107,Crobat ex,Grass,Rare Holo ex,Deoxys
2787,13/114,Deerling,Grass,Common,Black White
2788,15/98,Deerling,Grass,Common,Emerging Powers
2789,36/113,Ditto,Grass,Uncommon,Delta Species
2790,28/101,Dragonair ?,Grass,Uncommon,Dragon Frontiers
2791,91/101,Dragonite ex ?,Grass,Rare Holo ex,Dragon Frontiers
2792,46/101,Dratini ?,Grass,Common,Dragon Frontiers
2793,6/109,Dustox,Grass,Rare Holo,Ruby Sapphire
2794,25/130,Dustox,Grass,Rare,Diamond Pearl
2795,86/92,Dustox ex,Grass,Rare Holo ex,Legend Maker
2796,108/165,Ekans,Grass,Common,Expedition
2797,64/100,Ekans,Grass,Common,Sandstorm
2798,55/109,Ekans,Grass,Common,Team Rocket Returns
2799,75/110,Exeggcute,Grass,Common,Legendary Collection
2800,76/147,Exeggcute,Grass,Common,Aquapolis
2801,82/123,Exeggcute,Grass,Common,Mysterious Treasures
2802,23/110,Exeggutor,Grass,Rare,Legendary Collection
2803,12/147,Exeggutor,Grass,Rare,Aquapolis
2804,24/123,Exeggutor,Grass,Rare,Mysterious Treasures
2805,56/144,Forretress,Grass,Common,Skyridge
2806,78/165,Gloom,Grass,Uncommon,Expedition
2807,49/147,Gloom,Grass,Uncommon,Aquapolis
2808,35/101,Gloom,Grass,Uncommon,Hidden Legends
2809,58/115,Gloom,Grass,Common,Unseen Forces
2810,96/146,Gloom,Grass,Common,Legends Awakened
2811,27/90,Gloom,Grass,Uncommon,Undaunted
2812,60/144,Golbat,Grass,Common,Skyridge
2813,36/101,Golbat,Grass,Uncommon,Hidden Legends
2814,31/107,Golbat,Grass,Uncommon,Deoxys
2815,43/113,Golbat,Grass,Uncommon,Delta Species
2816,78/110,Grimer,Grass,Common,Legendary Collection
2817,79/147,Grimer,Grass,Common,Aquapolis
2818,57/97,Grimer,Grass,Common,Dragon
2819,56/109,Grimer,Grass,Common,Team Rocket Returns
2820,54/92,Grimer,Grass,Common,Legend Maker
2821,49/130,Grotle,Grass,Uncommon,Diamond Pearl
2822,37/100,Grotle,Grass,Uncommon,Majestic Dawn
2823,49/127,Grotle,Grass,Uncommon,Platinum
2824,31/95,Grotle,Grass,Uncommon,Unleashed
2825,31/109,Grovyle,Grass,Uncommon,Ruby Sapphire
2826,32/109,Grovyle,Grass,Uncommon,Ruby Sapphire
2827,31/97,Grovyle,Grass,Uncommon,Dragon
2828,28/106,Grovyle,Grass,Uncommon,Emerald
2829,32/100,Grovyle,Grass,Uncommon,Crystal Guardians
2830,40/106,Grovyle,Grass,Uncommon,Great Encounters
2831,39/100,Grovyle,Grass,Uncommon,Stormfront
2832,38/99,Grovyle,Grass,Uncommon,Arceus
2833,39/99,Grovyle,Grass,Uncommon,Arceus
2834,62/101,Gulpin,Grass,Common,Hidden Legends
2835,51/106,Gulpin,Grass,Common,Emerald
2836,33/100,Gulpin,Grass,Uncommon,Crystal Guardians
2837,64/144,Heracross,Grass,Common,Skyridge
2838,7/101,Heracross,Grass,Rare Holo,Hidden Legends
2839,28/130,Heracross,Grass,Rare,Diamond Pearl
2840,43/123,Heracross,Grass,Uncommon,HeartGold SoulSilver
2841,24/111,Heracross 4,Grass,Rare,Rising Rivals
